knowledges,law,source,question,answer,label
"มาตรา 46  ให้นิติบุคคลหมู่บ้านจัดสรรที่จดทะเบียนแล้วมีฐานะเป็นนิติบุคคล
ให้นิติบุคคลหมู่บ้านจัดสรรมีคณะกรรมการหมู่บ้านจัดสรรเป็นผู้ดำเนินกิจการของนิติบุคคลหมู่บ้านจัดสรรตามกฎหมายและข้อบังคับของนิติบุคคลหมู่บ้านจัดสรรภายใต้การควบคุมดูแลของที่ประชุมใหญ่ของสมาชิก
คณะกรรมการหมู่บ้านจัดสรรเป็นผู้แทนของนิติบุคคลหมู่บ้านจัดสรรในกิจการอันเกี่ยวกับบุคคลภายนอก",พระราชบัญญัติการจัดสรรที่ดิน,พระราชบัญญัติการจัดสรรที่ดิน/พระราชบัญญัติการจัดสรรที่ดิน_หมวด4.txt,นิติบุคคลหมู่บ้านจัดสรรที่จดทะเบียนแล้วมีฐานะเป็นอะไรตามมาตรา 46 ของพระราชบัญญัติการจัดสรรที่ดิน?,นิติบุคคลหมู่บ้านจัดสรรที่จดทะเบียนแล้วมีฐานะเป็นนิติบุคคล,0
"มาตรา 61   บุคคลใดมีชื่อในหนังสือสำคัญใด ๆ แสดงว่า
(1) เป็นเจ้าของทรัพย์สินอันระบุไว้ในหนังสือสำคัญและทรัพย์สินนั้นก่อให้เกิดเงินได้พึงประเมิน หรือ
(2) เป็นผู้ได้รับเงินได้พึงประเมินโดยหนังสือสำคัญเช่นว่านั้น
เจ้าพนักงานประเมินมีอำนาจประเมินเรียกเก็บภาษีทั้งหมดจากผู้มีชื่อในหนังสือสำคัญนั้นก็ได้ แต่ถ้าบุคคลนั้นต้องโอนเงินได้พึงประเมินให้แก่บุคคลอื่น บุคคลนั้นมีสิทธิหักเงินภาษีจากจำนวนเงินซึ่งต้องโอนให้แก่บุคคลอื่นตามส่วน",ประมวลรัษฎากร,ประมวลรัษฎากร/ประมวลรัษฎากร_ลักษณะ2_หมวด3_ส่วน2.txt,บุคคลใดที่มีชื่อในหนังสือสำคัญสามารถถูกประเมินเรียกเก็บภาษีได้ตามมาตรา 61 ของประมวลรัษฎากร?,บุคคลที่มีชื่อในหนังสือสำคัญที่แสดงว่าเป็นเจ้าของทรัพย์สินที่ระบุไว้ในหนังสือสำคัญและทรัพย์สินนั้นก่อให้เกิดเงินได้พึงประเมิน หรือเป็นผู้ได้รับเงินได้พึงประเมินโดยหนังสือสำคัญเช่นนั้น สามารถถูกเจ้าพนักงานประเมินเรียกเก็บภาษีทั้งหมดได้ตามมาตรา 61 ของประมวลรัษฎากร,0
มาตรา 29/12  ในกรณีที่คณะกรรมการว่าด้วยความปลอดภัยมีคำสั่งให้แก้ไข เปลี่ยนแปลง หรือปรับปรุงสินค้าตามมาตรา 29/9 วรรคสอง หรือเป็นการแก้ไขปรับปรุงสินค้าตามแผนตามมาตรา 29/11 วรรคหนึ่ง ก่อนที่ผู้ประกอบธุรกิจจะนำสินค้าออกขาย ให้รายงานต่อคณะกรรมการว่าด้วยความปลอดภัยเพื่อตรวจสอบ เมื่อคณะกรรมการว่าด้วยความปลอดภัยตรวจสอบจนเป็นที่พอใจว่าไม่เป็นสินค้าที่เป็นอันตรายแล้ว ให้เพิกถอนคำสั่งห้ามขายสินค้าตามมาตรา 29/9 วรรคสอง,พระราชบัญญัติคุ้มครองผู้บริโภค,พระราชบัญญัติคุ้มครองผู้บริโภค/พระราชบัญญัติคุ้มครองผู้บริโภค_หมวด2_ส่วน1_1.txt,ในกรณีที่คณะกรรมการว่าด้วยความปลอดภัยมีคำสั่งให้แก้ไข เปลี่ยนแปลง หรือปรับปรุงสินค้าตามมาตรา 29/9 วรรคสอง หรือมาตรา 29/11 วรรคหนึ่ง ผู้ประกอบธุรกิจต้องทำอย่างไรก่อนที่จะนำสินค้าออกขาย?,ผู้ประกอบธุรกิจต้องรายงานต่อคณะกรรมการว่าด้วยความปลอดภัยเพื่อตรวจสอบสินค้าก่อนที่จะนำออกขาย เมื่อคณะกรรมการตรวจสอบจนเป็นที่พอใจว่าไม่เป็นสินค้าที่เป็นอันตรายแล้ว คำสั่งห้ามขายสินค้าตามมาตรา 29/9 วรรคสองจะถูกเพิกถอน,0
"มาตรา 135  ผู้ชี้ขาดข้อพิพาทแรงงานผู้ใดไม่ปฏิบัติตามมาตรา 29 วรรคสาม หรือวรรคสี่ มีความผิดทางพินัยต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท*
[*มาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 บัญญัติให้เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้ถือว่าอัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย]",พระราชบัญญัติแรงงานสัมพันธ์,พระราชบัญญัติแรงงานสัมพันธ์/พระราชบัญญัติแรงงานสัมพันธ์_หมวด10.txt,ผู้ชี้ขาดข้อพิพาทแรงงานที่ไม่ปฏิบัติตามมาตรา 29 วรรคสามหรือวรรคสี่ จะต้องรับผิดอย่างไร?,ผู้ชี้ขาดข้อพิพาทแรงงานที่ไม่ปฏิบัติตามมาตรา 29 วรรคสามหรือวรรคสี่ มีความผิดทางพินัยและต้องชำระค่าปรับเป็นพินัยไม่เกินหนึ่งพันบาท ตามมาตรา 135 ของพระราชบัญญัติแรงงานสัมพันธ์ โดยอ้างอิงจากมาตรา 39 แห่งพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 ที่เปลี่ยนความผิดอาญาที่มีโทษปรับสถานเดียวเป็นความผิดทางพินัย และให้อัตราโทษปรับอาญาเป็นอัตราค่าปรับเป็นพินัย,0
"มาตรา 236  เมื่อคู่ความยื่นคำร้องอุทธรณ์คำสั่งศาลที่ปฏิเสธไม่ยอมรับอุทธรณ์ ให้ศาลส่งคำร้องเช่นว่านั้นไปยังศาลอุทธรณ์โดยไม่ชักช้าพร้อมด้วยคำพิพากษาหรือคำสั่งชี้ขาดคดีของศาลชั้นต้นและฟ้องอุทธรณ์ ถ้าศาลอุทธรณ์เห็นเป็นการจำเป็นที่จะต้องตรวจสำนวน ให้มีคำสั่งให้ศาลชั้นต้นส่งสำนวนไปยังศาลอุทธรณ์ ในกรณีเช่นนี้ให้ศาลอุทธรณ์พิจารณาคำร้อง แล้วมีคำสั่งยืนตามคำปฏิเสธของศาลชั้นต้นหรือมีคำสั่งให้รับอุทธรณ์ คำสั่งนี้ให้เป็นที่สุดแล้วส่งไปให้ศาลชั้นต้นอ่าน
เมื่อได้อ่านคำสั่งศาลอุทธรณ์ให้รับอุทธรณ์แล้ว ให้ศาลชั้นต้นส่งสำเนาอุทธรณ์แก่จำเลยอุทธรณ์ และภายในกำหนดเจ็ดวันนับแต่วันที่จำเลยอุทธรณ์ยื่นคำแก้อุทธรณ์ หรือนับแต่ระยะเวลาที่กำหนดไว้ในมาตรา 237 สำหรับการยื่นคำแก้อุทธรณ์ได้สิ้นสุดลง ให้ศาลส่งคำแก้อุทธรณ์ไปยังศาลอุทธรณ์หรือแจ้งให้ทราบว่าไม่มีคำแก้อุทธรณ์ เมื่อศาลอุทธรณ์ได้รับคำแก้อุทธรณ์หรือแจ้งความเช่นว่าแล้วให้นำคดีลงสารบบความของศาลอุทธรณ์โดยพลัน",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค3_ลักษณะ1.txt,เมื่อคู่ความยื่นคำร้องอุทธรณ์คำสั่งศาลที่ปฏิเสธไม่ยอมรับอุทธรณ์ ศาลต้องดำเนินการอย่างไร?,ศาลต้องส่งคำร้องอุทธรณ์ไปยังศาลอุทธรณ์โดยไม่ชักช้าพร้อมด้วยคำพิพากษาหรือคำสั่งชี้ขาดคดีของศาลชั้นต้นและฟ้องอุทธรณ์ ถ้าศาลอุทธรณ์เห็นว่าจำเป็นต้องตรวจสำนวน ศาลอุทธรณ์จะสั่งให้ศาลชั้นต้นส่งสำนวนไปยังศาลอุทธรณ์เพื่อพิจารณาคำร้องและมีคำสั่งยืนตามคำปฏิเสธของศาลชั้นต้นหรือมีคำสั่งให้รับอุทธรณ์ คำสั่งนี้ให้เป็นที่สุดแล้วส่งไปให้ศาลชั้นต้นอ่าน,0
มาตรา 86  การให้อำนาจแก่มูลนิธินั้น ย่อมสุดแล้วแต่อำเภอใจของรัฐบาล และจะบังคับให้มีข้อไขอย่างไร ๆ แล้วจึงอนุญาตตามที่เห็นควรก็ได้,ประมวลกฎหมายแพ่งและพาณิชย์,ประมวลกฎหมายแพ่งและพาณิชย์/ประมวลกฎหมายแพ่งและพาณิชย์_บรรพ1_ลักษณะ2_หมวด2_ส่วน2.txt,มาตรา 86 ของประมวลกฎหมายแพ่งและพาณิชย์กล่าวถึงการให้อำนาจแก่มูลนิธิอย่างไร?,มาตรา 86 ระบุว่าการให้อำนาจแก่มูลนิธินั้นขึ้นอยู่กับดุลยพินิจของรัฐบาล และรัฐบาลสามารถกำหนดเงื่อนไขต่าง ๆ ก่อนที่จะอนุญาตตามที่เห็นสมควรได้,0
มาตรา 30  เมื่อได้จัดให้บุคคลเข้าครอบครองในที่ดินรายใดแล้ว ให้พนักงานเจ้าหน้าที่ออกใบจองให้ไว้เป็นหลักฐานก่อน และเมื่อปรากฏแก่พนักงานเจ้าหน้าที่ว่า บุคคลที่ได้จัดให้เข้าครอบครองที่ดินได้ทำประโยชน์ในที่ดิน และทั้งได้ปฏิบัติตามระเบียบ ข้อบังคับ ข้อกำหนด และเงื่อนไขที่คณะกรรมการกำหนดโดยครบถ้วนแล้ว ก็ให้พนักงานเจ้าหน้าที่ออกหนังสือแสดงสิทธิในที่ดินให้โดยเร็ว,ประมวลกฎหมายที่ดิน,ประมวลกฎหมายที่ดิน/ประมวลกฎหมายที่ดิน_หมวด2.txt,เมื่อบุคคลได้รับการจัดให้เข้าครอบครองที่ดินแล้ว พนักงานเจ้าหน้าที่ต้องทำอะไรเป็นขั้นตอนแรก?,พนักงานเจ้าหน้าที่ต้องออกใบจองให้ไว้เป็นหลักฐานก่อน,0
"มาตรา 255   ในการพิจารณาอนุญาตตามคำขอที่ยื่นไว้ตามมาตรา 254 ต้องให้เป็นที่พอใจของศาลว่า คำฟ้องมีมูลและมีเหตุเพียงพอที่จะนำวิธีคุ้มครองตามที่ขอนั้นมาใช้ได้ตามหลักเกณฑ์ดังต่อไปนี้
(1) ในกรณีที่ยื่นคำขอให้ศาลมีคำสั่งตามมาตรา 254 (1) ต้องให้เป็นที่พอใจของศาลว่า
- (ก) จำเลยตั้งใจจะยักย้ายทรัพย์สินที่พิพาทหรือทรัพย์สินของตนทั้งหมดหรือแต่บางส่วนไปให้พ้นจากอำนาจศาล หรือจะโอน ขายหรือจำหน่ายทรัพย์สินดังกล่าวเพื่อประวิงหรือขัดขวางต่อการบังคับตามคำบังคับใด ๆ ซึ่งอาจจะออกบังคับเอาแก่จำเลยหรือเพื่อจะทำให้โจทก์เสียเปรียบ หรือ
- (ข) มีเหตุจำเป็นอื่นใดตามที่ศาลจะพิเคราะห์เห็นเป็นการยุติธรรมและสมควร
(2) ในกรณีที่ยื่นคำขอให้ศาลมีคำสั่งตามมาตรา 254 (2) ต้องให้เป็นที่พอใจของศาลว่า
- (ก) จำเลยตั้งใจจะกระทำซ้ำหรือกระทำต่อไปซึ่งการละเมิด การผิดสัญญา หรือการกระทำที่ถูกฟ้องร้อง
- (ข) โจทก์จะได้รับความเดือดร้อนเสียหายต่อไปเนื่องจากการกระทำของจำเลย
- (ค) ทรัพย์สินที่พิพาทหรือทรัพย์สินของจำเลยนั้นมีพฤติการณ์ว่าจะมีการกระทำให้เปลืองไปเปล่าหรือบุบสลายหรือโอนไปยังผู้อื่น หรือ
- (ง) มีเหตุตาม (1) (ก) หรือ (ข)
(3) ในกรณีที่ยื่นคำขอให้ศาลมีคำสั่งตามมาตรา 254 (3) ต้องให้เป็นที่พอใจของศาลว่า
- (ก) เป็นที่เกรงว่าจำเลยจะดำเนินการให้มีการจดทะเบียน แก้ไขเปลี่ยนแปลงทางทะเบียน หรือเพิกถอนการจดทะเบียนเกี่ยวกับทรัพย์สินที่พิพาทหรือทรัพย์สินของจำเลยหรือที่เกี่ยวกับการกระทำที่ถูกฟ้องร้อง ซึ่งการดำเนินการดังกล่าวจะก่อให้เกิดความเสียหายแก่โจทก์ หรือ
- (ข) มีเหตุตาม (1) (ข)
(4) ในกรณีที่ยื่นคำขอให้ศาลมีคำสั่งตามมาตรา 254 (4) ต้องให้เป็นที่พอใจของศาลว่า เพื่อที่จะประวิงหรือขัดขวางต่อการพิจารณาคดีหรือการบังคับตามคำบังคับใด ๆ ซึ่งอาจจะออกบังคับเอาแก่จำเลย หรือเพื่อจะทำให้โจทก์เสียเปรียบ
- (ก) จำเลยซ่อนตัวเพื่อจะไม่รับหมายเรียกหรือคำสั่งของศาล
- (ข) จำเลยได้ยักย้ายไปให้พ้นอำนาจศาลหรือซุกซ่อนเอกสารใด ๆ ซึ่งพอจะเห็นได้ว่าจะใช้เป็นพยานหลักฐานยันจำเลยในคดีที่อยู่ในระหว่างพิจารณา หรือทรัพย์สินที่พิพาทหรือทรัพย์สินของจำเลยทั้งหมดหรือแต่บางส่วน หรือเป็นที่เกรงว่าจำเลยจะจำหน่ายหรือทำลายเอกสารหรือทรัพย์สินเช่นว่านั้น หรือ
- (ค) ปรากฏตามกิริยาหรือตามวิธีที่จำเลยประกอบการงานหรือการค้าของตนว่าจำเลยจะหลีกหนีหรือพอเห็นได้ว่าจะหลีกหนีไปให้พ้นอำนาจศาล",ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค4_ลักษณะ1_หมวด1.txt,ในกรณีที่ยื่นคำขอให้ศาลมีคำสั่งตามมาตรา 254 (1) ศาลต้องพิจารณาอะไรบ้าง?,ศาลต้องพิจารณาว่า (ก) จำเลยตั้งใจจะยักย้ายทรัพย์สินที่พิพาทหรือทรัพย์สินของตนทั้งหมดหรือบางส่วนไปให้พ้นจากอำนาจศาล หรือจะโอน ขาย หรือจำหน่ายทรัพย์สินดังกล่าวเพื่อประวิงหรือขัดขวางต่อการบังคับตามคำบังคับใด ๆ ซึ่งอาจจะออกบังคับเอาแก่จำเลยหรือเพื่อจะทำให้โจทก์เสียเปรียบ หรือ (ข) มีเหตุจำเป็นอื่นใดตามที่ศาลจะพิเคราะห์เห็นเป็นการยุติธรรมและสมควร,0
มาตรา 21  ถ้าเจ้าพนักงานพิทักษ์ทรัพย์มีคำขอ ศาลมีอำนาจสั่งให้หน่วยงานหรือผู้ประกอบการเกี่ยวกับไปรษณีย์โทรเลขหรือการสื่อสารอื่นใด ส่งโทรเลข ไปรษณียภัณฑ์ จดหมาย หนังสือ ข้อมูลอิเล็กทรอนิกส์ หรือข้อมูลทางการสื่อสารอื่นใด ที่มีถึงลูกหนี้ภายในกำหนดเวลาไม่เกินหกเดือนนับแต่วันที่ลูกหนี้ถูกสั่งพิทักษ์ทรัพย์ ไปยังเจ้าพนักงานพิทักษ์ทรัพย์,พระราชบัญญัติล้มละลาย,พระราชบัญญัติล้มละลาย/พระราชบัญญัติล้มละลาย_หมวด1_ส่วน1.txt,เจ้าพนักงานพิทักษ์ทรัพย์สามารถขอให้ศาลสั่งหน่วยงานหรือผู้ประกอบการเกี่ยวกับการสื่อสารส่งข้อมูลใดบ้างไปยังเจ้าพนักงานพิทักษ์ทรัพย์?,เจ้าพนักงานพิทักษ์ทรัพย์สามารถขอให้ศาลสั่งให้ส่งโทรเลข ไปรษณียภัณฑ์ จดหมาย หนังสือ ข้อมูลอิเล็กทรอนิกส์ หรือข้อมูลทางการสื่อสารอื่นใดที่มีถึงลูกหนี้ไปยังเจ้าพนักงานพิทักษ์ทรัพย์ได้ ภายในกำหนดเวลาไม่เกินหกเดือนนับแต่วันที่ลูกหนี้ถูกสั่งพิทักษ์ทรัพย์,0
มาตรา 32  การผลิต นำเข้า ส่งออก จำหน่าย หรือมีไว้ในครอบครองซึ่งยาเสพติดให้โทษหรือวัตถุออกฤทธิ์ เพื่อประโยชน์แก่ผู้ประกอบวิชาชีพเวชกรรม ผู้ประกอบวิชาชีพทันตกรรม ผู้ประกอบวิชาชีพการสัตวแพทย์ชั้นหนึ่ง ผู้ประกอบวิชาชีพเภสัชกรรม หรือผู้ประกอบวิชาชีพทางการแพทย์หรือสาธารณสุขอื่น หรือเพื่อประโยชน์ของหน่วยงานของรัฐหรือสภากาชาดไทย ไม่ต้องขออนุญาต  ทั้งนี้ ตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่รัฐมนตรีว่าการกระทรวงสาธารณสุขโดยความเห็นชอบของคณะกรรมการควบคุมยาเสพติดประกาศกำหนด,ประมวลกฎหมายยาเสพติด,ประมวลกฎหมายยาเสพติด/ประมวลกฎหมายยาเสพติด_ภาค1_ลักษณะ3_หมวด4_ส่วนที่1.txt,ใครสามารถผลิต นำเข้า ส่งออก จำหน่าย หรือมีไว้ในครอบครองซึ่งยาเสพติดให้โทษหรือวัตถุออกฤทธิ์โดยไม่ต้องขออนุญาตตามมาตรา 32 ของประมวลกฎหมายยาเสพติด?,ผู้ประกอบวิชาชีพเวชกรรม ผู้ประกอบวิชาชีพทันตกรรม ผู้ประกอบวิชาชีพการสัตวแพทย์ชั้นหนึ่ง ผู้ประกอบวิชาชีพเภสัชกรรม หรือผู้ประกอบวิชาชีพทางการแพทย์หรือสาธารณสุขอื่น หรือหน่วยงานของรัฐหรือสภากาชาดไทย สามารถดำเนินการดังกล่าวโดยไม่ต้องขออนุญาต ทั้งนี้ต้องเป็นไปตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่รัฐมนตรีว่าการกระทรวงสาธารณสุขโดยความเห็นชอบของคณะกรรมการควบคุมยาเสพติดประกาศกำหนด,0
มาตรา 157  การฟ้องคดีอาญาให้ยื่นฟ้องต่อศาลใดศาลหนึ่งที่มีอำนาจตามบทบัญญัติแห่งประมวลกฎหมายนี้หรือกฎหมายอื่น,ประมวลกฎหมายวิธีพิจารณาความอาญา,ประมวลกฎหมายวิธีพิจารณาความอาญา/ประมวลกฎหมายวิธีพิจารณาความอาญา_ภาค3_ลักษณะ1.txt,การฟ้องคดีอาญาต้องยื่นฟ้องต่อศาลใด?,การฟ้องคดีอาญาต้องยื่นฟ้องต่อศาลใดศาลหนึ่งที่มีอำนาจตามบทบัญญัติแห่งประมวลกฎหมายวิธีพิจารณาความอาญาหรือกฎหมายอื่น,0
มาตรา 129  ผู้ใดสนับสนุนการกระทำความผิดตามมาตรา 128 ไม่ว่าการกระทำของตัวการจะได้กระทำนอกราชอาณาจักรหรือไม่ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสามปี หรือปรับตั้งแต่สองแสนบาทถึงหกแสนบาท หรือทั้งจำทั้งปรับ,พระราชกำหนดการบริหารจัดการการทำงานของคนต่างด้าว,พระราชกำหนดการบริหารจัดการการทำงานของคนต่างด้าว/พระราชกำหนดการบริหารจัดการการทำงานของคนต่างด้าว_หมวด8.txt,ผู้ใดที่สนับสนุนการกระทำความผิดตามมาตรา 128 จะได้รับโทษอย่างไร?,ผู้ที่สนับสนุนการกระทำความผิดตามมาตรา 128 จะต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสามปี หรือปรับตั้งแต่สองแสนบาทถึงหกแสนบาท หรือทั้งจำทั้งปรับ ไม่ว่าการกระทำของตัวการจะได้กระทำนอกราชอาณาจักรหรือไม่,0
"มาตรา 175  เมื่อศาลเห็นว่าผู้ร้องมีส่วนก่อให้เกิดความรุนแรงในครอบครัวและจำเป็นต้องได้รับการช่วยเหลือ บำบัดรักษา ศาลอาจสั่งให้ผู้ร้องเข้ารับคำปรึกษาแนะนำหรือเข้ารับการอบรมหรือบำบัดรักษาหรือฟื้นฟูจากศูนย์ให้คำปรึกษาแนะนำหรือสถานพยาบาลหรือหน่วยงานหรือองค์การซึ่งมีหน้าที่คุ้มครองสวัสดิภาพเด็ก เยาวชน สตรี ผู้สูงอายุ ผู้พิการหรือทุพพลภาพ หรือครอบครัวตามระยะเวลาที่ศาลกำหนด
ในกรณีศาลมีคำสั่งตามวรรคหนึ่งหรือตามมาตรา 174 วรรคหนึ่ง ให้ศูนย์ให้คำปรึกษาแนะนำสถานพยาบาล หน่วยงาน หรือองค์การซึ่งมีหน้าที่คุ้มครองสวัสดิภาพเด็ก เยาวชน สตรี ผู้สูงอายุ ผู้พิการหรือทุพพลภาพ หรือครอบครัวได้รับค่าตอบแทนตามระเบียบที่คณะกรรมการบริหารศาลยุติธรรมกำหนด โดยความเห็นชอบจากกระทรวงการคลัง",พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว,พระราชบัญญัติศาลเยาวชนและครอบครัว/พระราชบัญญัติศาลเยาวชนและครอบครัว_หมวด15.txt,ศาลสามารถสั่งให้ผู้ร้องที่มีส่วนก่อให้เกิดความรุนแรงในครอบครัวทำอะไรได้บ้าง?,ศาลสามารถสั่งให้ผู้ร้องเข้ารับคำปรึกษาแนะนำหรือเข้ารับการอบรมหรือบำบัดรักษาหรือฟื้นฟูจากศูนย์ให้คำปรึกษาแนะนำหรือสถานพยาบาลหรือหน่วยงานหรือองค์การซึ่งมีหน้าที่คุ้มครองสวัสดิภาพเด็ก เยาวชน สตรี ผู้สูงอายุ ผู้พิการหรือทุพพลภาพ หรือครอบครัวตามระยะเวลาที่ศาลกำหนด,0
มาตรา 58  ผู้จัดการนั้นมีอำนาจอย่างตัวแทนซึ่งได้รับมอบอำนาจทั่วไป เมื่อจะทำการใด ๆ เกินขอบอำนาจต้องได้รับอนุญาตของศาลก่อนแล้วจึงทำได้,ประมวลกฎหมายแพ่งและพาณิชย์,ประมวลกฎหมายแพ่งและพาณิชย์/ประมวลกฎหมายแพ่งและพาณิชย์_บรรพ1_ลักษณะ2_หมวด1_ส่วน4.txt,ผู้จัดการมีอำนาจอย่างไรตามมาตรา 58 ของประมวลกฎหมายแพ่งและพาณิชย์?,ตามมาตรา 58 ของประมวลกฎหมายแพ่งและพาณิชย์ ผู้จัดการมีอำนาจอย่างตัวแทนซึ่งได้รับมอบอำนาจทั่วไป แต่หากจะทำการใด ๆ ที่เกินขอบอำนาจ ต้องได้รับอนุญาตจากศาลก่อนจึงจะทำได้,0
มาตรา 155   คู่ความซึ่งไม่สามารถเสียค่าธรรมเนียมศาลอาจยื่นคำร้องต่อศาลขอให้ยกเว้นค่าธรรมเนียมศาลในการฟ้องหรือต่อสู้คดีในศาลชั้นต้นหรือชั้นอุทธรณ์หรือชั้นฎีกาตามที่บัญญัติไว้ในมาตรา 156 และมาตรา 156/1,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประมวลกฎหมายวิธีพิจารณาความแพ่ง/ประมวลกฎหมายวิธีพิจารณาความแพ่ง_ภาค1_ลักษณะ6_หมวด3_ส่วน1.txt,คู่ความที่ไม่สามารถเสียค่าธรรมเนียมศาลสามารถทำอย่างไรได้บ้างตามมาตรา 155?,คู่ความที่ไม่สามารถเสียค่าธรรมเนียมศาลสามารถยื่นคำร้องต่อศาลเพื่อขอให้ยกเว้นค่าธรรมเนียมศาลในการฟ้องหรือต่อสู้คดีในศาลชั้นต้นหรือชั้นอุทธรณ์หรือชั้นฎีกาได้ ตามที่บัญญัติไว้ในมาตรา 156 และมาตรา 156/1 ของประมวลกฎหมายวิธีพิจารณาความแพ่ง,0
มาตรา 8  กรรมการต้องเป็นผู้ที่มีผลงานหรือเคยปฏิบัติงานที่แสดงให้เห็นถึงการเป็นผู้มีความรู้ และมีความเชี่ยวชาญหรือมีประสบการณ์ไม่น้อยกว่าสิบปี ในสาขานิติศาสตร์ เศรษฐศาสตร์ การเงิน การบัญชี อุตสาหกรรม การบริหารธุรกิจ การคุ้มครองผู้บริโภค หรือในสาขาอื่น อันจะเป็นประโยชน์ต่อการกำกับดูแลการแข่งขันทางการค้า  ทั้งนี้ การนับระยะเวลาข้างต้นให้นำมารวมกันได้,พระราชบัญญัติการแข่งขันทางการค้า,พระราชบัญญัติการแข่งขันทางการค้า/พระราชบัญญัติการแข่งขันทางการค้า_หมวด1.txt,คุณสมบัติของกรรมการตามมาตรา 8 ของพระราชบัญญัติการแข่งขันทางการค้าคืออะไร?,กรรมการต้องเป็นผู้ที่มีผลงานหรือเคยปฏิบัติงานที่แสดงให้เห็นถึงการเป็นผู้มีความรู้ และมีความเชี่ยวชาญหรือมีประสบการณ์ไม่น้อยกว่าสิบปี ในสาขานิติศาสตร์ เศรษฐศาสตร์ การเงิน การบัญชี อุตสาหกรรม การบริหารธุรกิจ การคุ้มครองผู้บริโภค หรือในสาขาอื่นที่เป็นประโยชน์ต่อการกำกับดูแลการแข่งขันทางการค้า โดยสามารถนับระยะเวลาประสบการณ์รวมกันได้,0
มาตรา 32 ทรัพย์สินใดท่ีกฎหมายบัญญัติไว้ว่าผู้ใดทําหรือมีไว้เป็นความผิดให้รบิเสียทง้ัสน้ิไม่ว่าเป็นของผู้ กระทําความผิดและมีผู้ถูกลงโทษตามคําพิพากษาหรือไม่,ประมวลกฎหมายอาญา,ประมวลกฎหมายอาญา/ประมวลกฎหมายอาญา_ภาค1_ลักษณะ1_หมวด3_ส่วน1.txt,มาตรา 32 ของประมวลกฎหมายอาญากล่าวถึงเรื่องใด?,มาตรา 32 ของประมวลกฎหมายอาญากล่าวถึงการริบทรัพย์สินที่กฎหมายบัญญัติว่าการทำหรือมีไว้เป็นความผิด โดยทรัพย์สินนั้นจะต้องถูกริบทั้งหมดไม่ว่าจะเป็นของผู้กระทำความผิดและมีผู้ถูกลงโทษตามคำพิพากษาหรือไม่ก็ตาม,0
